title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Comunicado N° 41.873,17/7/2024 09:36,"
Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.",DEORF,132231,Comunicado,41873,0,Instituição Cooperativa de Crédito Credinosso Ltda. - Sicoob Credinosso (CNPJ 06.324.872  Instituição Cooperativa de Crédito de Livre Admissão de Pitangui e Região Ltda. - Sicoob  ,0,2024-07-17T12:36:44Z,17/7/2024 09:36,55
Comunicado N° 41.866,16/7/2024 09:38,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132224,Comunicado,41866,0,Instituição Cooperativa de Crédito de Livre Admissão de Associados de Jaraguá do Sul e  Instituição Cooperativa de Crédito de Livre Admissão Sicoob Unimais Centro Leste Paulista  ,0,2024-07-16T12:38:06Z,16/7/2024 09:38,56
Comunicado N° 41.861,15/7/2024 09:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132219,Comunicado,41861,0,Instituição Cooperativa de Crédito Mútuo dos Funcionários das Empresas Ferroviárias no  Instituição Cooperativa de Crédito de Livre Admissão da Margem Esquerda do Urucuia e São  ,0,2024-07-15T12:49:02Z,15/7/2024 09:49,57
Comunicado N° 41.856,12/7/2024 10:41,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132214,Comunicado,41856,0,Instituição Cooperativa de Crédito Mútuo dos Corretores de Seguros do Estado de São Paulo  Instituição Cooperativa de Crédito dos Profissionais da Área da Saúde e de Livre Admissão  ,0,2024-07-12T13:41:18Z,12/7/2024 10:41,58
Comunicado N° 41.850,11/7/2024 10:18,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132208,Comunicado,41850,0,Instituição Cooperativa de Crédito de Livre Admissão da União dos Vales do Piranga e  Instituição Cooperativa de Crédito de Livre Admissão de Associados do Planalto Catarinense  ,0,2024-07-11T13:18:17Z,11/7/2024 10:18,59
Comunicado N° 41.839,9/7/2024 09:45,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132197,Comunicado,41839,0,Instituição Cooperativa de Crédito de Livre Admissão do Vale do Aço Ltda. - Sicoob Vale do  Instituição Cooperativa de Crédito dos Empresários e Empregados dos Transportes e Correios  ,0,2024-07-09T12:45:44Z,9/7/2024 09:45,60
Comunicado N° 41.838,9/7/2024 09:44,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132196,Comunicado,41838,0,Instituição Cooperativa de Crédito Mútuo dos Servidores de Órgãos Gestores de Recursos  Instituição Cooperativa de Crédito dos Profissionais da Saúde e Livre Admissão do Sul de  ,0,2024-07-09T12:44:14Z,9/7/2024 09:44,61
Instrução Normativa BCB N° 487,5/7/2024 18:28,"Dispõe sobre os procedimentos para a solicitação de autorização para a utilização da metodologia completa para a avaliação da perda esperada e para a apuração e constituição da provisão para perdas esperadas associadas ao risco de crédito, facultada às instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil, enquadradas no Segmento 4 (S4), mencionadas na Resolução CMN nº 4.966, de 25 de novembro de 2021, e na Resolução BCB nº 352, de 23 de novembro de 2023.",DEGEF,52331,Instrução Normativa BCB,487,0,"R E S O L V E M  prudencial pleiteante ou, no caso de cooperativas de crédito, todas as cooperativas
de crédito do sistema cooperativo pleiteante, conforme determina o art  ",0,2024-07-05T21:28:00Z,5/7/2024 18:28,62
Comunicado N° 41.829,5/7/2024 08:43,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132187,Comunicado,41829,0,Instituição Cooperativa de Crédito da Região e Colar Metropolitano do Vale do Aço Ltda  Instituição Cooperativa de Crédito de Livre Admissão de Santa Cruz das Palmeiras e Região  ,0,2024-07-05T11:43:48Z,5/7/2024 08:43,63
Instrução Normativa BCB N° 485,4/7/2024 10:45,"Divulga a categorização das instituições participantes do Open Finance e as faixas de patrimônio líquido que devem ser utilizadas no cálculo da contribuição para o custeio da Estrutura de Governança do Open Finance.
",DENOR,52329,Instrução Normativa BCB,485,0,"e Associação Nacional das
  Instituições de Crédito, Financiamento e Investimento (ACREFI)  Cooperativas de crédito Organização das Cooperativas Brasileiras  ",0,2024-07-04T13:45:00Z,4/7/2024 10:45,64
Resolução BCB N° 400,4/7/2024 10:32,Dispõe sobre as diretrizes para o estabelecimento da Estrutura de Governança do Open Finance.,DINOR,52327,Resolução BCB,400,0,"Dispõe sobre as diretrizes para o estabelecimento da Estrutura de Governança do Open Finance  Publicada no DOU de 5/7/2024, Seção 1, p. 151-153  9º; 10, caput, incisos VI e IX; e  ",0,2024-07-04T13:32:00Z,4/7/2024 10:32,65
Comunicado N° 41.825,4/7/2024 09:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132183,Comunicado,41825,0,Instituição Cooperativa de Crédito Credipimenta Ltda. - Sicoob Credipimenta (CNPJ  Instituição Cooperativa de Crédito e Economia com Interação Solidária - Cresol Aliança  ,0,2024-07-04T12:28:50Z,4/7/2024 09:28,66
Resolução BCB N° 397,3/7/2024 18:00,"Altera a Resolução BCB nº 352, de 23 de novembro de 2023, que dispõe sobre os conceitos e os critérios contábeis aplicáveis a instrumentos financeiros, bem como para a designação e o reconhecimento das relações de proteção (contabilidade de hedge) pelas sociedades corretoras de títulos e valores mobiliários, pelas sociedades distribuidoras de títulos e valores mobiliários, pelas sociedades corretoras de câmbio, pelas administradoras de consórcio e pelas instituições de pagamento autorizadas a funcionar pelo Banco Central do Brasil e sobre os procedimentos contábeis para a definição de fluxos de caixas de ativo financeiro como somente pagamento de principal e juros, a aplicação da metodologia para apuração da taxa de juros efetiva de instrumentos financeiros, a constituição de provisão para perdas associadas ao risco de crédito e a evidenciação de informações relativas a instrumentos financeiros em notas explicativas a serem observados pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil. ",DINOR,52324,Resolução BCB,397,0,"artigo não se aplica
às operações de crédito realizadas no âmbito de programas federais  1º não se
aplica às operações de crédito pessoal com consignação, sem atraso ou com
atraso  ",0,2024-07-03T21:00:00Z,3/7/2024 18:00,67
Comunicado N° 41.820,3/7/2024 11:46,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132178,Comunicado,41820,0,Instituição Cooperativa de Crédito de Capital e Empréstimo dos Empregados Celetistas de Cooperativas dos Estados de São Paulo e Minas  ,0,2024-07-03T14:46:09Z,3/7/2024 11:46,68
Resolução CMN N° 5.153,3/7/2024 09:04,Define os encargos financeiros e limites de crédito para as linhas de crédito e programas de que trata o Capítulo 7 (Encargos Financeiros e Limites de Crédito) e ajusta normas da Seção 4 (Metodologia de cálculo das Taxas de Juros do Crédito Rural – TCR) do Capítulo 2 (Condições Básicas) do Manual de Crédito Rural – MCR.  ,MF,52319,Resolução CMN,5153,0,"9º da Lei
nº 4.595, de 31  MCR 6-2) R$400.000.000,00 a) limite de crédito por
  integradora que não seja classificada como cooperativa de produção
  agropecuária, por ano agrícola e  ",0,2024-07-03T12:04:00Z,3/7/2024 09:04,69
Resolução CMN N° 5.151,3/7/2024 09:03,Ajusta normas a serem aplicadas às operações de crédito rural contratadas no âmbito do Programa Nacional de Fortalecimento da Agricultura Familiar – Pronaf.,MF,52317,Resolução CMN,5151,0,"Programas de Investimento Agropecuário (InvestAgro), nos
financiamentos para cooperativas  10-4-10, por intermédio de agentes de crédito rural, nas condições previstas no
MCR 1-1-12  ",0,2024-07-03T12:03:00Z,3/7/2024 09:03,70
Resolução CMN N° 5.150,3/7/2024 09:02,Altera a denominação e ajusta normas do Capítulo 11 (Programas com Recursos do BNDES) do Manual de Crédito Rural – MCR. ,MF,52316,Resolução CMN,5150,0,"2 (Programa de Capitalização de Cooperativas Agropecuárias –
Procap-Agro) do Capítulo 11  concessão de mais de uma operação de crédito de que trata este
item ao mesmo beneficiário  ",0,2024-07-03T12:02:00Z,3/7/2024 09:02,71
Comunicado N° 41.815,2/7/2024 09:34,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132173,Comunicado,41815,0,Instituição Cooperativa de Crédito e Investimento com Interação Solidária Ativa - Cresol  Instituição Cooperativa de Crédito Mútuo dos Empregados da Embraer - Sicoob Cooperemb  ,0,2024-07-02T12:34:53Z,2/7/2024 09:34,72
Comunicado N° 41.809,1/7/2024 10:53,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132167,Comunicado,41809,0,"Instituição Cooperativa de Crédito de Empresários - Sicoob - Transcredi (CNPJ 04.247.370  Instituição Cooperativa de Crédito, Poupança e Investimento Planalto - Sicredi Planalto RS  ",0,2024-07-01T13:53:37Z,1/7/2024 10:53,73
Instrução Normativa BCB N° 481,28/6/2024 15:59,"Altera as Instruções Normativas BCB ns. 268, 270 e 275, todas de 1º de abril de 2022, e a Instrução Normativa BCB nº 315, de 27 de outubro de 2022, para criar e alterar rubricas contábeis do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif).",DENOR,52309,Instrução Normativa BCB,481,0,"Resolução CMN nº 4.858/2020, art  cuja função é registrar a participação
das cooperativas de crédito em operações de crédito concedidas com
compartilhamento de recursos e de riscos  ",0,2024-06-28T18:59:00Z,28/6/2024 15:59,74
Comunicado N° 41.803,28/6/2024 10:55,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132161,Comunicado,41803,0,Instituição Cooperativa de Crédito União Centro Oeste Ltda. - Sicoob União Centro Oeste  Instituição Cooperativa de Crédito do Vale do São Francisco - Sicredi Vale do São  ,0,2024-06-28T13:55:41Z,28/6/2024 10:55,75
Resolução BCB N° 396,27/6/2024 18:01,Divulga alterações no Regimento Interno do Banco Central do Brasil. ,"PRESI, DIRAD, DIFIS, DIORF, DIPEC, DIPOM, DINOR, DIREC",52308,Resolução BCB,396,0,"Divulga alterações no Regimento Interno do Banco Central do Brasil  Altera anexo à Resolução BCB n  da
Diretoria Colegiada, da Comissão Técnica da Moeda e do Crédito – Comoc e do
GRC  ",0,2024-06-27T21:01:00Z,27/6/2024 18:01,76
Comunicado N° 41.796,27/6/2024 10:20,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132154,Comunicado,41796,0,Instituição Sicoob Credinova - Cooperativa de Crédito de Livre Admissão de Nova Serrana e  Instituição Cooperativa de Crédito de Livre Admissão da Região Central e Oeste Mineiro  ,0,2024-06-27T13:20:50Z,27/6/2024 10:20,77
Resolução CMN N° 5.146,26/6/2024 18:30,"Altera a Resolução CMN nº 4.966, de 25 de novembro de 2021, que dispõe sobre os conceitos e os critérios contábeis aplicáveis a instrumentos financeiros, bem como para a designação e o reconhecimento das relações de proteção (contabilidade de hedge) pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.",DINOR,52306,Resolução CMN,5146,0,"no caput não se
aplica às cooperativas de crédito I - integrantes
de sistemas cooperativos de dois ou de três níveis que  ",0,2024-06-26T21:30:00Z,26/6/2024 18:30,78
Comunicado N° 41.791,26/6/2024 09:23,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132149,Comunicado,41791,0,"Instituição Cooperativa de Crédito Mútuo dos Empregados das Indústrias do Papel, Papelão e  Instituição Cooperativa de Crédito dos Servidores Públicos Municipais da Grande Vitória/ES  ",0,2024-06-26T12:23:27Z,26/6/2024 09:23,79
Comunicado N° 41.785,25/6/2024 09:26,"
Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.",DEORF,132143,Comunicado,41785,0,Instituição Cooperativa de Crédito de Livre Admissão do Sul de Minas Ltda. - Sicoob  Instituição Cooperativa de Crédito de Livre Admissão do Oeste Maranhense - Sicoob Oeste  ,0,2024-06-25T12:26:42Z,25/6/2024 09:26,80
Comunicado N° 41.782,24/6/2024 18:35,"Divulga procedimentos a serem observados pelas instituições financeiras, instituições de pagamento e demais instituições autorizadas a funcionar pelo Banco Central do Brasil na comunicação a essa Autarquia das informações relativas à contratação de serviços relevantes de processamento e armazenamento de dados e de computação em nuvem de que tratam a Resolução CMN nº 4.893, de 26 de fevereiro de 2021 e a Resolução BCB nº 85, de 8 de abril de 2021 e suas alterações posteriores.
",DESUP,132140,Comunicado,41782,0,"encaminhadas individualmente, ou de forma consolidada por cooperativa central de crédito ou confederação do sistema cooperativo ao qual pertença  ",0,2024-06-24T21:35:56Z,24/6/2024 18:35,81
Comunicado N° 41.775,24/6/2024 09:38,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132133,Comunicado,41775,0,Instituição Cooperativa de Crédito dos Empregados das Empresas do Grupo Indorama no Brasil  Instituição Cooperativa de Crédito Unicred Centro-Sul Ltda. - Unicred Centro-Sul (CNPJ  ,0,2024-06-24T12:38:53Z,24/6/2024 09:38,82
Comunicado N° 41.770,21/6/2024 10:41,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132128,Comunicado,41770,0,Instituição Cooperativa de Crédito de Livre Admissão de Martinho Campos Ltda. - Sicoob  Instituição Cooperativa de Crédito de Livre Admissão de Associados do Planalto Catarinense  ,0,2024-06-21T13:41:06Z,21/6/2024 10:41,83
Comunicado N° 41.765,20/6/2024 11:14,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132123,Comunicado,41765,0,Instituição Cooperativa de Crédito de Livre Admissão da Região de São Sebastião do Paraíso  Instituição Cooperativa de Crédito de Livre Admissão do Centro-Sul Rondoniense - Sicoob  ,0,2024-06-20T14:14:14Z,20/6/2024 11:14,84
Comunicado N° 41.758,19/6/2024 11:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,132116,Comunicado,41758,0,Instituição Cooperativa de Crédito dos Fornecedores de Cana de Barra Bonita e Região (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão da Região de Pará de Minas Ltda  ,0,2024-06-19T14:28:16Z,19/6/2024 11:28,85
